Vertices at crash:
(78, 76)
(102, 85)
(88, 80)
(88, 80)
(102, 85)
(94, 86)
(81, 81)
(82, 82)
(79, 83)
(82, 79)
(82, 82)
(81, 81)
(85, 82)
(82, 82)
(84, 80)
(94, 86)
(91, 85)
(88, 80)
(88, 80)
(82, 79)
(78, 76)
(82, 82)
(85, 82)
(85, 83)
(86, 85)
(89, 84)
(91, 85)
(82, 82)
(81, 87)
(79, 83)
(81, 81)
(79, 83)
(78, 76)
(82, 82)
(82, 79)
(84, 80)
(85, 82)
(84, 80)
(88, 80)
(85, 82)
(87, 84)
(85, 83)
(91, 85)
(94, 86)
(93, 86)
(100, 90)
(94, 92)
(97, 87)
(94, 92)
(100, 90)
(100, 96)
(86, 85)
(81, 87)
(85, 83)
(87, 84)
(85, 82)
(88, 80)
(85, 83)
(81, 87)
(82, 82)
(89, 84)
(87, 84)
(88, 80)
(82, 79)
(81, 81)
(78, 76)
(82, 79)
(88, 80)
(84, 80)
(94, 86)
(94, 92)
(93, 86)
(91, 85)
(94, 92)
(83, 89)
(83, 89)
(89, 96)
(88, 96)
(94, 92)
(91, 85)
(93, 86)
(81, 87)
(86, 85)
(83, 89)
(86, 85)
(85, 83)
(87, 84)
(86, 85)
(91, 85)
(83, 89)
(89, 84)
(88, 80)
(91, 85)
(89, 84)
(86, 85)
(87, 84)
(97, 87)
(94, 92)
(94, 86)
(97, 87)
(94, 86)
(102, 85)
(100, 90)
(97, 87)
(102, 85)
(100, 90)
(102, 85)
(100, 96)
(88, 96)
(81, 87)
(83, 89)
(89, 96)
(83, 89)
(94, 92)
