Vertices at crash:
(207, 144)
(205, 151)
(202, 143)
(206, 152)
(205, 153)
(205, 151)
(210, 152)
(206, 152)
(209, 151)
(212, 149)
(211, 151)
(211, 150)
(207, 144)
(215, 148)
(211, 147)
(209, 151)
(206, 152)
(207, 151)
(209, 151)
(211, 151)
(210, 152)
(206, 152)
(205, 151)
(207, 151)
(211, 151)
(209, 151)
(210, 150)
(203, 152)
(201, 153)
(202, 143)
(208, 150)
(205, 151)
(207, 144)
(211, 147)
(215, 148)
(212, 149)
(208, 150)
(207, 144)
(211, 147)
(203, 152)
(202, 143)
(205, 151)
(205, 151)
(208, 150)
(207, 151)
(210, 150)
(209, 151)
(208, 150)
(208, 150)
(209, 151)
(207, 151)
(212, 149)
(216, 151)
(211, 151)
(212, 149)
(210, 150)
(211, 147)
(210, 150)
(208, 150)
(211, 147)
(210, 150)
(212, 149)
(211, 150)
(205, 151)
(205, 153)
(203, 152)
(203, 152)
(204, 154)
(201, 153)
(205, 153)
(207, 155)
(204, 154)
(207, 155)
(210, 152)
(216, 151)
(211, 151)
(216, 151)
(210, 152)
(211, 151)
(210, 150)
(211, 150)
(204, 154)
(203, 152)
(205, 153)
(216, 151)
(212, 149)
(215, 148)
(206, 152)
(210, 152)
(207, 155)
(206, 152)
(207, 155)
(205, 153)
